Identifier,Name,Age,Occupation,City_Tier,Dependents,Income,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous
 06500,Tanish Parsa,60,Self_Employed,Tier_3,2,80079.22,12011.88,0.0,2161.64,11822.87,4328.69,1924.05,3988.84,5725.63,2403.53,4261.94,1889.98
 06501,Vritti Grover,61,Student,Tier_2,0,11393.8,2278.76,1726.83,503.87,1348.39,856.01,249.35,559.13,700.05,415.42,0.0,259.63
 06502,Brinda Deep,57,Retired,Tier_1,1,42608.8,12782.64,0.0,2042.59,5031.25,2918.39,2091.94,2057.81,2411.56,1696.39,3679.69,1011.12
 06503,Parth Sidhu,29,Retired,Tier_1,1,10025.94,3007.78,0.0,355.76,1431.61,784.75,464.47,283.42,650.08,378.55,756.32,102.84
 06504,Lohit Goswami,18,Student,Tier_3,0,70351.1,10552.66,0.0,2578.14,9067.04,5356.93,2029.89,3078.99,3019.0,3361.95,0.0,1897.81
 06505,Mahika Lad,51,Self_Employed,Tier_2,2,24404.34,4880.87,2649.11,546.03,3130.36,1285.8,512.93,1191.32,1058.57,1163.84,1482.78,533.59
 06506,Bachittar Ranganathan,61,Self_Employed,Tier_2,3,82769.86,16553.97,10142.41,2621.95,10591.15,6063.99,2763.49,3696.81,5963.9,3490.93,4312.36,1781.94
 06507,Neelima Bhatnagar,36,Student,Tier_3,2,44448.34,6667.25,3634.82,1082.03,6248.21,2622.32,2221.71,2137.55,3434.21,1350.2,3858.07,823.43
 06508,Ranveer Bhalla,40,Student,Tier_2,0,11275.38,2255.08,1734.53,463.81,1507.51,764.18,392.1,438.0,469.23,341.86,0.0,122.86
 06509,Meera Mallick,24,Professional,Tier_2,1,93775.12,18755.02,7629.31,4573.66,10264.04,5754.55,4670.03,2297.89,4745.7,4249.74,5595.53,2485.56
 06510,Thomas Kala,24,Student,Tier_3,3,103771.73,15565.76,0.0,4587.52,14024.62,7736.42,4118.63,4768.51,7952.64,4114.03,9972.93,2795.97
 06511,Neha Sharma,18,Self_Employed,Tier_2,2,60765.77,12153.15,0.0,1922.77,7726.45,4659.03,1890.45,1255.85,4736.47,2863.93,5397.74,1730.48
 06512,Upma Mane,35,Student,Tier_2,2,16312.43,3262.49,0.0,651.0,1727.68,1034.14,378.26,811.71,892.2,761.42,1430.32,387.71
 06513,Gaurang Zachariah,25,Retired,Tier_2,3,23485.57,4697.11,3139.91,1172.48,2721.34,1353.25,973.48,947.58,1314.31,983.16,2147.52,687.87
 06514,Wishi Choudhry,42,Self_Employed,Tier_3,2,33701.39,5055.21,5461.04,715.25,4657.46,2050.3,1409.83,843.18,1695.15,1408.07,2122.56,659.07
 06515,Yug Shetty,59,Student,Tier_3,0,17085.48,2562.82,0.0,484.24,2502.06,980.38,395.28,754.62,972.22,693.25,0.0,435.3
 06516,Isha More,46,Student,Tier_2,3,116172.32,23234.46,0.0,2599.29,14364.67,8243.2,5040.47,2786.84,5795.45,3734.89,10973.53,1818.79
 06517,Libni Varghese,40,Student,Tier_2,0,33671.73,6734.35,0.0,1317.96,4568.64,1938.7,680.79,808.91,1502.3,1646.24,0.0,909.65
 06518,Sai Kunda,46,Self_Employed,Tier_3,3,3450.5,517.57,0.0,156.18,353.5,265.31,76.7,166.29,218.37,117.62,188.61,68.71
 06519,Advik Mital,18,Student,Tier_2,0,39357.32,7871.46,0.0,1216.47,4948.74,2224.92,1779.68,1602.65,2607.26,1798.6,0.0,476.84
 06520,Bhavini Gala,32,Student,Tier_2,1,22706.96,4541.39,0.0,722.55,2844.11,1165.29,824.95,586.29,1653.2,841.86,1778.94,309.34
 06521,Nicholas Padmanabhan,32,Retired,Tier_1,1,28254.6,8476.38,0.0,814.35,4231.52,2150.84,1071.23,1141.52,1772.98,978.52,2451.2,350.54
 06522,Balhaar Mani,45,Professional,Tier_2,2,22338.28,4467.66,1734.99,824.34,3347.06,1364.86,1011.41,631.07,1224.09,804.28,1225.91,264.68
 06523,Arya Bhatti,53,Retired,Tier_1,3,57216.05,17164.82,0.0,1361.42,7078.35,3238.62,1380.82,1640.26,3367.11,1950.92,3103.87,891.08
 06524,Samar Agate,59,Professional,Tier_2,3,73475.18,14695.04,0.0,1884.42,7940.34,5054.12,2893.97,2461.79,3698.62,3348.34,4212.4,831.0
 06525,Arya Modi,57,Retired,Tier_2,0,37623.92,7524.78,0.0,844.14,4720.75,2864.27,1523.49,1307.1,2733.1,1853.84,0.0,881.17
 06526,Nandini Ben,49,Student,Tier_2,2,22868.23,4573.65,2072.54,555.73,3062.49,1409.07,578.89,953.46,1060.43,714.45,1227.09,324.76
 06527,Hamsini Thaker,63,Student,Tier_2,2,29024.13,5804.83,3362.71,1315.11,3976.05,1593.8,1106.77,1270.6,2089.18,1346.87,2509.84,770.38
 06528,Daksha Baria,30,Self_Employed,Tier_2,3,30474.1,6094.82,0.0,774.16,3327.15,2161.73,1416.89,987.4,1257.22,1094.92,1881.74,340.26
 06529,Naveen Kothari,38,Self_Employed,Tier_2,1,15788.05,3157.61,0.0,544.64,2173.47,1036.3,569.98,401.27,745.49,477.53,1555.01,471.5
 06530,Anika Bala,56,Retired,Tier_3,3,47671.81,7150.77,0.0,1953.44,7036.31,3239.61,1644.7,1175.27,2069.01,1861.51,3572.38,926.47
 06531,Theodore Bali,55,Retired,Tier_1,3,43346.73,13004.02,0.0,1112.25,4707.44,2884.64,2114.28,2004.05,2118.33,1701.09,3067.84,1071.25
 06532,Viraj Ram,26,Professional,Tier_2,4,102878.67,20575.73,0.0,3443.86,12743.68,5969.42,4857.74,4557.38,8120.21,4144.88,9848.64,1177.7
 06533,Kamya Parikh,37,Self_Employed,Tier_3,0,81898.22,12284.73,12045.0,2164.3,11730.06,6291.1,2675.06,3518.52,3353.33,2823.87,0.0,1260.42
 06534,Azaan Kapur,37,Retired,Tier_3,0,17333.78,2600.07,0.0,822.38,1997.25,1207.44,433.18,750.92,1025.69,847.26,0.0,178.1
 06535,Darpan Guha,25,Student,Tier_3,4,57825.86,8673.88,5694.96,1220.3,5973.52,3864.39,1969.32,1998.63,3520.8,2387.64,2951.58,1683.8
 06536,Geetika Raju,31,Retired,Tier_3,2,14019.3,2102.89,0.0,527.24,2084.44,843.54,416.66,584.73,835.64,698.55,1100.34,270.91
 06537,Xalak Oommen,37,Professional,Tier_2,0,52349.54,10469.91,4013.85,2430.97,7117.47,3260.4,1564.74,2286.14,3160.1,2519.17,0.0,608.21
 06538,Qadim Kunda,52,Self_Employed,Tier_1,2,19844.09,5953.23,1455.32,864.86,2132.84,1321.4,804.15,887.43,1430.69,978.09,1197.51,462.95
 06539,Nirja Rana,62,Self_Employed,Tier_1,1,13231.43,3969.43,1183.04,357.26,1625.22,834.63,443.05,292.04,838.12,549.82,1013.41,192.36
 06540,Jacob Chopra,38,Student,Tier_1,2,37533.49,11260.05,4154.63,1355.77,4856.44,2582.1,1791.69,1179.73,2398.9,1548.8,2843.13,835.11
 06541,Harini Choudhary,58,Self_Employed,Tier_1,0,3530.87,1059.26,0.0,77.19,515.22,269.7,120.93,152.72,213.3,114.1,0.0,42.34
 06542,Aadhya Ravi,58,Self_Employed,Tier_3,2,7392.14,1108.82,472.67,209.71,846.83,550.22,190.3,222.63,306.66,325.61,630.8,104.37
 06543,Turvi Lal,39,Professional,Tier_2,1,26028.81,5205.76,5018.93,821.1,3668.44,1486.54,816.36,668.36,1326.77,1223.24,1717.05,588.0
 06544,Yachana Pillay,60,Self_Employed,Tier_1,4,32045.31,9613.59,0.0,712.94,3206.5,1967.07,965.74,1184.1,1608.47,1327.68,3016.61,866.15
 06545,Meghana Dhar,23,Retired,Tier_2,0,22325.79,4465.16,0.0,558.56,3211.46,1762.98,851.75,516.62,1097.97,821.69,0.0,224.29
 06546,Agastya Verma,61,Student,Tier_2,1,8479.47,1695.89,1694.59,384.12,1170.12,498.89,224.33,336.29,419.61,333.26,765.63,102.42
 06547,Saksham Narula,44,Self_Employed,Tier_1,3,15593.96,4678.19,2817.59,530.62,2293.84,864.9,482.57,348.33,642.55,756.89,881.11,324.58
 06548,Eta Sankar,21,Retired,Tier_1,4,41024.31,12307.29,7142.89,1980.19,4914.02,2587.31,1634.23,1010.87,1692.96,1963.44,4059.24,997.9
 06549,Qushi Mandal,21,Student,Tier_2,4,47780.75,9556.15,5464.65,1179.84,7089.15,3689.35,1446.99,2059.43,3817.24,1574.06,4471.41,944.81
 06550,Atharv Nagi,45,Student,Tier_2,0,29613.16,5922.63,0.0,1187.84,4140.13,2040.26,1404.72,655.11,1883.56,1437.2,0.0,883.59
 06551,Nisha Bir,44,Professional,Tier_1,1,75691.39,22707.42,7611.49,3248.81,8110.85,5353.93,1623.64,2784.57,4526.03,2832.35,5242.45,1468.45
 06552,Ucchal Anand,34,Self_Employed,Tier_2,3,41227.89,8245.58,0.0,1784.26,4600.27,2375.5,1795.98,1147.64,2002.0,1686.82,4105.59,474.29
 06553,Amaira Gulati,56,Student,Tier_1,1,16497.9,4949.37,1896.09,706.47,2313.27,898.61,407.51,611.84,1311.7,666.2,1645.96,314.58
 06554,Darika Goel,55,Student,Tier_1,2,23969.82,7190.95,1266.39,599.97,2947.1,1911.38,992.57,611.85,1055.53,1036.46,1848.21,394.65
 06555,Darika Uppal,46,Student,Tier_1,0,9765.98,2929.79,722.31,326.18,1348.2,573.16,459.98,445.7,703.79,389.7,0.0,230.84
 06556,Vidhi Sidhu,57,Student,Tier_1,2,27513.76,8254.13,0.0,1286.1,3380.68,1963.35,555.14,738.47,2057.77,1067.31,1788.31,720.26
 06557,Fitan Ganesan,24,Professional,Tier_2,2,73030.55,14606.11,0.0,2709.99,9583.57,5142.13,2054.32,2150.46,4641.39,3468.26,7109.7,1412.33
 06558,Dhruv Rege,25,Student,Tier_2,4,51905.74,10381.15,0.0,1619.86,6067.96,2789.94,2314.89,2573.22,3132.94,1652.41,4015.89,579.38
 06559,Unnati Sharma,58,Student,Tier_1,4,92093.54,27628.06,0.0,1881.23,11390.21,6226.73,4334.55,1866.63,5493.25,3369.56,7490.1,1010.92
 06560,Ekbal Parsa,50,Professional,Tier_1,2,23544.43,7063.33,0.0,900.22,3351.95,1254.81,705.08,917.89,1733.8,878.95,1640.51,387.12
 06561,Devansh Gaba,49,Professional,Tier_3,1,88065.18,13209.78,11621.46,4124.68,11003.17,5452.21,2988.13,2946.06,6910.4,3335.34,8576.34,1088.77
 06562,Aarav Bhakta,52,Professional,Tier_1,0,25701.62,7710.49,4859.37,671.18,3454.38,1691.75,1273.54,806.96,2029.11,938.43,0.0,503.79
 06563,Yahvi Merchant,35,Student,Tier_2,0,97364.87,19472.97,18411.31,4853.73,10737.54,7150.98,4045.12,2046.25,3969.27,3773.95,0.0,2589.56
 06564,Pranav Dora,60,Retired,Tier_2,1,29480.0,5896.0,4633.06,775.75,3962.55,1564.4,949.65,1461.52,2317.27,1253.08,2540.26,363.4
 06565,Dayita Dugar,33,Retired,Tier_2,2,52824.89,10564.98,6483.45,1960.47,5557.88,4120.94,1435.42,1844.61,3833.83,2030.49,4704.19,941.35
 06566,Bhavika Narayan,35,Student,Tier_1,0,97640.0,29292.0,8801.4,3359.71,12748.15,5122.69,2161.16,4528.44,4539.06,3709.27,0.0,1561.21
 06567,Laban Bora,55,Self_Employed,Tier_1,4,25699.08,7709.72,2880.98,1107.99,3268.11,1550.4,1259.34,656.74,1318.34,1247.44,1410.56,528.43
 06568,Wridesh Shenoy,42,Self_Employed,Tier_2,3,35727.07,7145.41,7064.62,1239.06,4321.65,2290.27,978.93,1430.51,2570.36,1687.09,3028.76,1009.11
 06569,Shaurya Sastry,51,Self_Employed,Tier_2,4,84123.68,16824.74,15022.97,2531.45,11890.96,5084.66,3060.45,3637.23,3927.57,3191.41,6066.45,1059.75
 06570,Gaurang Parikh,21,Professional,Tier_2,1,26971.88,5394.38,3308.81,1315.78,3479.66,1421.22,970.22,949.98,1467.31,1237.05,2368.88,406.59
 06571,Yatin Barman,22,Self_Employed,Tier_3,3,10427.89,1564.18,0.0,386.36,1174.99,679.69,341.35,393.04,537.87,367.9,760.32,108.26
 06572,Kai Ravi,31,Self_Employed,Tier_2,0,166601.22,33320.24,0.0,3552.52,20915.7,9576.57,7294.07,6445.95,7856.29,6714.31,0.0,3084.53
 06573,Mitali Dey,18,Professional,Tier_3,0,20601.95,3090.29,3667.89,685.77,2881.62,1442.93,970.34,473.11,1311.33,752.65,0.0,567.9
 06574,Eta Raval,39,Retired,Tier_2,3,34062.68,6812.54,0.0,1193.79,4869.09,2661.89,994.3,1413.62,1867.52,1435.87,3248.27,666.79
 06575,Sachi Tak,63,Student,Tier_1,0,75641.32,22692.4,0.0,1589.64,8735.11,5227.14,3671.5,2155.41,3123.58,3612.4,0.0,1204.15
 06576,Zilmil Kale,38,Retired,Tier_2,3,18437.79,3687.56,2989.28,746.48,1916.75,995.4,899.07,908.1,1048.32,568.72,1482.43,489.26
 06577,Zashil Nagi,30,Professional,Tier_3,2,13395.29,2009.29,0.0,462.1,1509.6,838.79,355.22,446.38,1007.27,440.92,750.27,288.69
 06578,Ijaya Dua,53,Self_Employed,Tier_1,1,36751.8,11025.54,0.0,860.31,5311.04,1978.7,1098.97,1119.99,2466.63,1541.64,3614.69,1001.03
 06579,Balhaar Varty,46,Self_Employed,Tier_2,4,7147.31,1429.46,790.0,214.9,951.95,454.72,310.5,205.61,318.28,216.52,710.25,208.62
 06580,Kamala Malhotra,55,Retired,Tier_1,3,23828.27,7148.48,0.0,834.48,3529.39,1868.46,1045.43,923.09,1521.83,1187.34,2102.11,265.55
 06581,Nikita Purohit,26,Professional,Tier_3,3,36496.94,5474.54,4529.74,1685.15,3725.08,2156.24,1756.23,1058.0,1469.91,1246.59,3505.31,510.82
 06582,Mohammed Dani,50,Professional,Tier_2,2,24172.99,4834.6,0.0,818.02,2841.61,1261.52,1084.66,769.61,980.75,764.51,1297.72,699.12
 06583,Lila Dube,39,Retired,Tier_1,4,8727.13,2618.14,0.0,411.16,1050.96,556.63,275.72,192.03,389.85,347.34,532.46,114.64
 06584,Vedant Parsa,34,Self_Employed,Tier_3,2,107397.81,16109.67,12837.27,4586.03,12523.17,8190.83,3992.67,3546.51,7685.31,4045.33,9622.5,2118.62
 06585,Raagini Dhar,40,Professional,Tier_1,2,32590.73,9777.22,1700.49,1283.18,3672.7,1763.69,914.17,1402.15,1599.71,1349.26,2319.84,735.59
 06586,Gaurang Radhakrishnan,53,Retired,Tier_2,1,94265.86,18853.17,9257.24,3645.53,11585.17,6801.71,3221.84,2887.53,5440.11,3464.93,8827.41,1236.35
 06587,Abdul Palla,23,Self_Employed,Tier_2,0,24365.5,4873.1,0.0,1020.47,3262.36,1519.34,1030.92,1145.73,1088.24,848.51,0.0,282.52
 06588,Chaitanya Nagar,56,Self_Employed,Tier_3,4,14837.95,2225.69,828.17,494.13,1618.69,942.51,431.61,677.28,1049.26,560.78,1035.84,207.89
 06589,Leena Sachdev,46,Self_Employed,Tier_2,2,37208.68,7441.74,6799.43,1215.65,5192.2,2714.31,1839.03,1711.32,2826.19,1500.8,2840.03,806.64
 06590,Tripti Hegde,44,Student,Tier_3,0,25243.47,3786.52,0.0,670.54,2795.43,1999.36,766.58,780.17,1896.24,1192.12,0.0,536.94
 06591,Vyanjana Nori,22,Professional,Tier_1,0,11692.97,3507.89,1613.42,429.65,1736.55,685.81,356.16,534.22,577.65,377.06,0.0,123.5
 06592,Simon Vasa,26,Professional,Tier_1,0,97224.7,29167.41,0.0,3969.53,13519.78,6038.4,4767.77,2332.65,4825.21,4409.84,0.0,2248.8
 06593,Gauri Thakkar,41,Self_Employed,Tier_1,0,18235.7,5470.71,2017.07,510.04,2119.29,944.17,755.93,891.91,1444.55,559.28,0.0,506.14
 06594,Udarsh Parekh,36,Student,Tier_2,1,6882.52,1376.5,447.0,185.42,889.6,416.78,176.37,278.97,479.6,340.41,625.84,148.95
 06595,Advay Sodhi,50,Professional,Tier_1,1,86810.73,26043.22,0.0,2221.18,10343.43,4962.77,3703.45,3487.95,3577.89,3469.65,4773.69,2013.05
 06596,Vansha Tak,47,Professional,Tier_1,2,20040.58,6012.17,0.0,436.99,3004.1,1451.97,611.27,441.77,1204.23,618.5,1666.06,252.97
 06597,Faraj Dada,57,Student,Tier_3,0,18447.67,2767.15,0.0,875.78,2285.38,1304.97,807.65,905.59,1204.1,626.83,0.0,204.95
 06598,Chandresh Parmar,21,Professional,Tier_1,2,7307.4,2192.22,0.0,345.44,978.93,437.62,179.41,283.07,349.38,305.96,367.19,114.68
 06599,Logan Nayak,49,Professional,Tier_2,3,120777.57,24155.51,6775.46,2968.34,15923.46,8333.96,3965.64,3287.38,6151.31,3724.01,6721.72,1840.51
 06600,Manya Kashyap,18,Retired,Tier_2,1,10693.25,2138.65,945.55,475.76,1230.58,799.97,381.01,345.54,843.05,451.98,695.68,233.48
 06601,Rayaan Thaker,51,Professional,Tier_1,1,31436.1,9430.83,0.0,1003.04,3747.92,2368.28,1520.58,1389.65,2304.02,1366.64,2008.97,515.31
 06602,Om Ratti,38,Student,Tier_2,4,62258.41,12451.68,6809.27,2319.86,7791.58,4591.26,1691.56,2847.81,2519.4,3012.54,4926.84,1433.89
 06603,Samesh Sangha,48,Student,Tier_2,3,42037.87,8407.57,0.0,1522.7,4725.29,2548.82,2062.64,876.62,2651.31,1791.24,3067.5,844.29
 06604,Dayamai Dara,31,Self_Employed,Tier_2,1,28601.92,5720.38,0.0,1169.56,3144.31,1842.67,851.12,806.25,1611.71,1216.27,1717.3,509.26
 06605,Baljiwan Mandal,43,Retired,Tier_3,0,7689.57,1153.44,0.0,293.71,1140.46,534.0,295.31,242.26,476.92,259.68,0.0,204.16
 06606,Alka Wagle,39,Self_Employed,Tier_2,0,15696.18,3139.24,2194.62,436.11,1791.79,962.27,402.44,401.42,1119.44,489.48,0.0,235.09
 06607,Nandini Dewan,51,Retired,Tier_3,0,34863.4,5229.51,3584.19,1094.37,4085.49,2438.12,1714.52,1608.72,1493.03,1425.9,0.0,358.12
 06608,Keya Sathe,50,Retired,Tier_2,2,15981.92,3196.38,0.0,493.86,2254.36,1172.79,539.79,382.18,1109.94,509.05,1264.87,241.67
 06609,Gaurika Mukherjee,30,Self_Employed,Tier_2,1,35300.07,7060.01,0.0,1691.8,4913.52,1865.61,820.69,884.84,2491.31,1315.22,2823.11,616.55
 06610,Tarak Shan,49,Professional,Tier_1,2,51758.68,15527.6,0.0,1104.27,5578.38,3209.45,2409.54,2317.92,3354.2,2244.72,3123.93,732.33
 06611,Kritika Mangal,25,Retired,Tier_2,1,64793.14,12958.63,0.0,2816.42,7001.63,4444.91,2135.13,2808.98,3461.44,3029.24,3342.39,1223.64
 06612,Chameli Raval,39,Self_Employed,Tier_2,4,11248.71,2249.74,0.0,375.54,1219.98,701.1,455.55,404.28,658.31,400.36,1094.01,189.33
 06613,Faris Ganguly,58,Self_Employed,Tier_2,2,173905.88,34781.18,0.0,7308.67,22323.98,11814.25,3833.04,6636.56,10141.67,6975.95,14049.15,3127.52
 06614,Om Dutta,37,Self_Employed,Tier_2,1,55433.32,11086.66,6772.91,1617.96,7823.05,3699.06,2583.15,1945.72,2601.34,1936.06,3501.36,950.41
 06615,Abdul Mittal,38,Self_Employed,Tier_2,4,29958.89,5991.78,0.0,688.16,4098.8,2299.2,797.07,1327.05,1623.73,1438.94,2853.31,426.1
 06616,Matthew Upadhyay,51,Self_Employed,Tier_2,1,71724.09,14344.82,10901.13,3166.08,8557.67,4731.86,2320.11,2203.35,4796.53,2761.47,7027.29,1119.66
 06617,Brijesh Varghese,47,Professional,Tier_2,3,199043.54,39808.71,11257.47,4602.21,25699.69,15056.26,4336.34,9648.81,8946.92,8561.12,14135.2,2291.21
 06618,Onkar Apte,23,Student,Tier_2,2,9489.84,1897.97,1221.6,421.53,1283.26,505.3,459.56,416.31,635.39,356.4,936.48,108.73
 06619,Luke Singhal,52,Professional,Tier_1,0,25052.84,7515.85,2322.85,903.2,2518.66,1705.66,596.04,635.62,1876.71,814.45,0.0,660.65
 06620,Frado Doshi,44,Student,Tier_3,4,4474.76,671.21,0.0,180.76,631.65,283.16,172.16,124.24,286.98,140.25,314.54,80.09
 06621,Mahika Arya,37,Retired,Tier_3,4,34998.97,5249.85,5855.49,979.3,4871.73,2583.63,1440.56,1252.37,2212.51,1684.97,2547.69,720.87
 06622,Oscar Memon,55,Retired,Tier_2,0,40185.76,8037.15,3955.8,1622.22,5502.91,2602.44,1167.18,1207.0,2744.17,1655.62,0.0,762.4
 06623,Indira Sood,57,Self_Employed,Tier_3,4,29074.68,4361.2,0.0,1359.98,4309.36,2119.89,1182.54,1122.98,1614.65,1032.91,2530.09,863.64
 06624,Ekaraj Om,31,Professional,Tier_2,0,17771.05,3554.21,0.0,451.61,1784.34,1038.34,723.5,761.54,1385.47,697.83,0.0,470.58
 06625,Yochana Kulkarni,27,Self_Employed,Tier_1,0,5821.66,1746.5,0.0,259.63,822.19,400.59,221.76,283.93,380.8,249.14,0.0,172.32
 06626,Rushil Bhardwaj,59,Professional,Tier_2,1,40448.29,8089.66,0.0,1511.07,4992.27,2063.13,1320.08,897.26,3160.18,1838.99,3050.49,602.49
 06627,Pavani Dass,32,Retired,Tier_3,2,96114.96,14417.24,0.0,2538.45,13257.85,5227.42,2279.87,2679.66,6400.93,2962.51,6437.04,2058.4
 06628,Viraj Bala,57,Professional,Tier_2,3,18697.37,3739.47,1411.11,842.77,1898.04,1357.48,711.94,484.85,969.89,638.05,1416.59,422.17
 06629,Arjun Comar,60,Self_Employed,Tier_1,4,42659.3,12797.79,0.0,1140.73,4391.26,2154.91,926.0,1192.67,1824.85,1336.89,3236.26,960.68
 06630,Falak Bansal,20,Self_Employed,Tier_1,1,8556.42,2566.93,0.0,397.11,909.52,428.63,216.81,392.99,385.08,426.28,427.92,153.86
 06631,Bhavini Dyal,32,Retired,Tier_2,3,43248.73,8649.75,0.0,1328.9,4724.96,3385.03,1982.8,1957.07,1894.56,1665.44,3072.74,1232.37
 06632,Damini Char,62,Student,Tier_3,3,21900.11,3285.02,3688.26,898.07,2344.61,1175.52,469.14,560.19,996.27,753.92,1337.6,519.32
 06633,Sanya Lad,48,Retired,Tier_1,4,16301.6,4890.48,2694.95,683.05,1907.51,932.43,468.21,554.94,906.19,733.06,1240.71,245.37
 06634,Geetika Khatri,28,Self_Employed,Tier_2,4,16328.41,3265.68,0.0,569.7,1884.96,924.29,557.51,439.74,1214.2,681.32,1524.79,313.0
 06635,Sai Wason,63,Retired,Tier_3,1,21896.09,3284.41,0.0,988.16,2426.21,1422.29,857.11,529.55,1112.59,813.43,2138.95,413.23
 06636,Chatura Hayre,56,Student,Tier_2,4,40737.3,8147.46,4871.74,1266.62,4385.54,3228.88,1950.2,1793.33,2667.09,1889.46,2437.32,945.49
 06637,Jalsa Bali,36,Self_Employed,Tier_1,3,10500.96,3150.29,0.0,478.69,1404.38,548.02,482.19,302.65,714.04,326.27,582.59,128.75
 06638,Raksha Oza,32,Student,Tier_3,4,21834.8,3275.22,1695.24,809.92,2703.21,1666.99,770.77,709.85,1492.48,898.23,2181.15,334.63
 06639,Ishita Sastry,55,Professional,Tier_2,1,29021.01,5804.2,3509.92,616.86,4283.32,1953.18,1067.37,777.12,2309.76,1296.0,1878.45,346.97
 06640,Amrita Doshi,37,Professional,Tier_2,1,12453.06,2490.61,1448.02,417.51,1758.48,873.98,526.3,380.2,591.79,397.34,1036.39,313.08
 06641,Tanvi Sahota,39,Retired,Tier_1,1,126283.52,37885.06,9100.48,5624.72,17376.57,9276.17,4483.67,3693.1,7525.66,4670.48,8225.68,2516.5
 06642,Shaurya Sur,24,Self_Employed,Tier_2,4,15156.07,3031.21,0.0,423.34,1580.57,1153.07,641.39,720.21,742.09,460.38,966.41,222.99
 06643,Lajita Sidhu,31,Professional,Tier_2,2,17560.43,3512.09,0.0,726.65,2554.3,1335.28,784.31,589.89,1263.21,682.5,1260.84,380.92
 06644,Guneet Lad,21,Self_Employed,Tier_2,1,13715.84,2743.17,0.0,459.91,2038.98,988.9,415.11,438.65,633.7,558.4,862.49,393.12
 06645,Aarini Sood,26,Self_Employed,Tier_2,2,126467.01,25293.4,0.0,3706.99,13105.89,7687.83,3181.73,5414.81,6712.85,5699.39,10100.43,2515.41
 06646,Hritik Nagi,56,Self_Employed,Tier_2,0,46689.61,9337.92,0.0,2179.61,6625.63,3468.0,1360.83,1718.23,3549.04,1564.19,0.0,849.22
 06647,Girik Babu,42,Student,Tier_2,1,14181.29,2836.26,0.0,487.81,1716.21,846.3,448.15,437.77,791.72,668.72,1251.83,261.53
 06648,Anirudh Gola,64,Retired,Tier_2,2,72688.46,14537.69,0.0,3099.01,8426.4,5048.44,3481.99,3433.84,3743.63,3472.16,4791.63,1186.61
 06649,Praneel Divan,52,Student,Tier_1,2,35225.01,10567.5,3678.89,1194.4,4715.84,2273.63,771.83,877.66,1948.76,1063.1,2832.92,751.61
 06650,Zayan Roy,54,Self_Employed,Tier_1,3,36855.33,11056.6,0.0,1074.32,4267.43,2837.4,1672.4,1113.69,2108.3,1332.76,2796.36,453.56
 06651,Gabriel Desai,44,Professional,Tier_3,2,22773.91,3416.09,3921.43,1084.15,2403.1,1166.59,817.72,909.49,1162.64,879.94,1571.62,324.53
 06652,Aachal Karpe,45,Professional,Tier_1,3,16472.04,4941.61,0.0,396.29,2222.15,1010.63,380.98,660.38,967.13,694.91,1099.17,217.69
 06653,Aayush Pau,41,Professional,Tier_1,2,39307.3,11792.19,0.0,1470.79,5220.53,1967.42,1032.74,1894.82,1867.22,1375.76,3044.48,607.97
 06654,Lucky Cheema,50,Retired,Tier_1,2,19397.18,5819.15,2433.46,502.48,2704.35,1147.69,549.55,626.39,1542.44,721.34,1672.62,473.81
 06655,Samesh Nagy,50,Student,Tier_2,0,128329.59,25665.92,0.0,3010.9,16430.51,6579.14,4223.69,4353.02,7785.25,4895.94,0.0,3438.13
 06656,Vasana Pradhan,33,Student,Tier_1,2,10867.37,3260.21,754.32,248.48,1520.46,586.61,536.16,255.04,814.08,422.62,823.13,322.48
 06657,Idika Goyal,40,Retired,Tier_2,4,102526.65,20505.33,18729.58,4410.71,10290.03,5816.57,2344.03,2196.9,5384.65,4032.51,5756.23,3031.61
 06658,Rajata Bhasin,63,Student,Tier_3,4,27443.86,4116.58,0.0,764.28,3799.42,1589.28,560.74,794.1,2036.06,1079.48,2598.18,550.54
 06659,Riya Raj,28,Retired,Tier_2,4,38109.59,7621.92,0.0,1412.87,4645.17,1994.25,1238.86,776.65,2036.26,1838.4,2761.03,937.0
 06660,Oviya Krishna,63,Retired,Tier_1,0,58423.81,17527.14,0.0,2032.01,7513.5,4531.45,1187.69,1587.59,2743.39,1845.15,0.0,731.18
 06661,Aashi Chokshi,57,Professional,Tier_1,2,18119.67,5435.9,2928.17,834.45,2617.92,1000.96,414.3,509.56,1114.76,717.71,1044.61,321.68
 06662,Pooja Hayer,36,Retired,Tier_1,0,59895.18,17968.55,7874.96,2573.85,8312.2,3271.03,1884.94,2104.44,4635.82,2905.77,0.0,1570.88
 06663,Kevin Rana,51,Professional,Tier_1,2,3438.94,1031.68,0.0,140.47,455.81,231.47,131.65,91.51,202.87,133.64,278.04,45.37
 06664,Farhan Saxena,40,Professional,Tier_1,3,16864.41,5059.32,0.0,793.54,1810.35,1107.41,558.27,621.18,1192.25,562.0,980.45,385.23
 06665,Harshil Thakur,27,Professional,Tier_3,0,14324.15,2148.62,0.0,538.1,1612.99,959.78,433.69,395.61,868.78,592.92,0.0,378.54
 06666,Charan Muni,54,Student,Tier_2,4,11005.47,2201.09,991.72,488.4,1292.16,610.49,449.1,391.08,829.87,445.86,887.17,296.48
