Identifier,Name,Age,Occupation,City_Tier,Dependents,Income,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous
2cf82983a6a926a9e7c94cee6ea5d595,473ed0129efd4d34e99a28c8ced00a67,37,Professional,Tier_1,3,96594.59,26331.4,19464.02,2084.68,13173.42,7274.47,2009.5,2799.95,6969.97,3512.09,6182.5,1119.8
bc1335c5f8f0da64253d153f3bc8a553,6bb710d5f79aa243f8c8fe156c8e772a,27,Self_Employed,Tier_2,2,46484.25,9481.74,7520.45,977.86,6432.19,2395.9,2347.48,2144.35,2515.7,1862.2,4013.91,512.52
65cb66ce1ad0487324aed9703ce98ca2,f33bd93c7e2d40f39d3cd9f1c98878c6,60,Professional,Tier_3,2,45688.95,6869.09,0.06,1402.03,5330.54,3174.77,1352.45,1170.72,3593.91,2170.58,2708.28,1372.17
737785943a93c9e66613d1cbfe267b1f,3c6c4470ece448af914a58970f19e784,58,Student,Tier_2,3,61861.41,12157.53,0.68,2020.63,7136.25,3675.32,2749.08,2891.4,4843.19,2020.64,5710.83,968.14
65f8f1eec5bd2a232f8347d64d26f348,4f3407b3a59dd5c27e74c17dbb0712ab,23,Professional,Tier_2,2,28306.43,5521.7,2294.3,912.66,2844.07,1954.64,788.02,1292.35,1398.18,1372.2,1467.43,338.01
ca10e4eae09165257588e0e6d558febf,4e2b40c991dd13a7c6c5c7ce3096d710,61,Student,Tier_2,0,24089.86,4872.96,0.51,990.12,3468.92,1280.01,531.1,878.34,1448.37,962.11,2002.85,448.24
bc9f3f52231167c84061614ce6eaf440,3fdf46ac60962f96a845ed6fff0ac79a,37,Student,Tier_2,3,49298.05,9801.83,3564.35,1142.66,7062.71,2913.24,2252.68,1695.2,2131.14,2427.43,3261.08,603.04
4df07f8d04117172d89f199527c8de87,e961f9c960008e00ef1bb48cb890d910,33,Professional,Tier_2,1,28641.35,5747.69,1.13,1418.18,4043.72,1444.29,997.15,1046.49,1954.09,1034.4,2779.42,623.9
029182d16f8b318495552e67f28271f1,55dfbb9048d708b634a90dd7e9788689,31,Student,Tier_2,0,15857.86,3140.62,2982.7,665.09,2149.94,1170.92,533.18,718.75,1024.8,796.93,2.6,440.07
bbbdf836d9d776781df762dee481a56e,ca516e87a94c301f923faba5bbcdcfd7,47,Self_Employed,Tier_3,2,43799.46,6587.05,3172.73,1656.94,4937.4,2963.6,1933.88,1179.04,2933.59,1703.28,4320.32,1085.47
59dc903947a219cb21d0e53bfe33500d,d94c82b550c0c09410786ff10b33ec3f,22,Retired,Tier_1,2,22778.39,6786.47,1397.08,966.89,2587.54,1154.84,602.67,984.05,1148.54,995.62,1600.83,344.51
1fa6ecefd5f58424303318a706157a51,37107e9abbf0000dd34891c03f0f8aee,63,Student,Tier_1,2,146990.45,43242.83,0.12,5287.69,19264.14,9071.8,5368.53,3189.38,10090.77,6100.84,13267.42,3473.06
3ef6f6e91e7c57f2577711a43693857d,e6251363398c3c2489c636785974fbfd,43,Student,Tier_3,0,25205.18,3758.6,0.07,671.12,2783.94,2001.76,770.54,775.14,1895.99,1215.46,0.62,536.24
6a514f1b6334d81c693bc7d5774e78a6,fa07f95b3519516a26338b342838d77f,55,Self_Employed,Tier_3,2,12647.6,1938.72,1069.15,627.23,1733.78,984.07,616.85,277.38,828.55,593.63,773.1,194.13
95d410875f30e2fe3f468eb016043df0,1a9b34a171eccfb9a25c3a56f8fca27b,46,Retired,Tier_2,3,21543.59,4355.93,0.94,633.03,3005.02,1471.04,480.34,976.73,965.58,957.01,2116.58,519.18
35a779227c87907d30ad014d2f1aef6f,3b3201132c0013eeeec55b9eac9a2e04,56,Self_Employed,Tier_3,0,25042.86,3770.45,0.34,1239.83,3582.8,1934.32,703.24,1122.5,1478.15,777.1,1780.56,664.99
ea42f4a5df127afcfcb2afab63106484,4a349c3a9f4b4217c8d6b701f365075a,50,Retired,Tier_3,2,17262.88,2589.68,3019.85,487.28,2228.96,1343.28,532.62,626.7,886.63,665.58,1066.24,242.31
08d8c8ffe5840a7c649bf19aa0e973be,8a1b0eabf48267f2ce1b3bceca602a15,60,Retired,Tier_1,2,115256.49,34493.77,1.06,3846.05,15770.81,7095.08,4364.0,2346.27,7688.1,3775.93,6790.85,2987.78
c6bacae0b53829720cb38ab7eb69731c,0f12850c11cd4f669d2f2e742c67d9db,40,Student,Tier_2,0,94027.44,18918.27,1.47,4343.69,10224.29,5711.33,3937.4,2777.82,5097.81,3458.54,6534.03,1993.52
33ef4748761a39a2ba5d916842f5ffc7,1fa60ba4b21a4c17b7f1b193988f95ea,47,Retired,Tier_1,1,84771.49,25719.14,6817.11,3427.03,12380.27,5932.38,3408.72,3646.46,6775.7,3761.09,4643.31,1450.03
731a120d60dd760ed7e5209b166879a9,2e11abef40d1a78f00563c2b32127987,41,Retired,Tier_2,0,7356.98,1458.33,1.05,255.0,919.13,379.94,360.14,380.9,316.93,304.72,0.61,140.06
10cd7688eb88591e15d47982ea598df1,e8b0f449ebe70d1c17447b2876674a61,56,Student,Tier_3,2,89860.5,13426.97,13897.97,2693.99,9500.11,5044.72,4244.06,3519.16,5126.84,3768.34,5848.38,1615.08
91f694d0e23c42e4fccc46f6b607d5fc,78279c80494db6b02b5e86c5c9e8e5fc,46,Retired,Tier_2,0,7426.0,1449.11,0.66,344.67,943.59,583.29,303.96,338.13,399.7,351.03,2.22,106.77
43f8e34ebb21fdd7ec119d0aba80e7b1,62eb2d0fdec19873ccb8aec13adf2458,52,Self_Employed,Tier_2,0,14860.72,2995.86,1.2,492.04,1526.27,967.06,477.17,518.13,720.42,473.71,1250.56,335.82
c32504ede81d7fc61088b7a0abf9a170,e2bec2d7acbecc76a48923f8504d67ca,18,Student,Tier_3,0,148019.12,22446.16,2.33,6774.75,17123.31,9417.6,4797.1,3397.66,7691.91,7283.37,0.34,2736.21
40184825d2bfb0c45ecfd1d11ded3848,8225f1e9b2bd80837f7720ae519521a0,28,Self_Employed,Tier_1,1,124803.15,39056.07,0.54,5879.09,16908.38,6286.48,2612.59,3796.41,9901.44,4941.15,10658.87,3048.22
6f94dd177f804df8cf04427ca1557346,d5375e3f265f92d0e669836fa064a817,60,Retired,Tier_1,2,31736.84,9513.67,0.68,1482.41,4679.19,2202.92,771.49,1061.79,1793.83,1023.9,2004.99,323.92
f2106d527e5d50f52ce3fe39ae82f7b6,71c99dc4d1d121d9b4101f07273dc00a,45,Professional,Tier_2,1,72572.9,14286.78,1.44,2240.03,8591.98,4665.78,2131.2,1678.41,5551.97,2548.39,6986.67,1645.45
a39c1c43b9b5af419a926c86c227a142,70597c774bdf76f01eb2e987a37040f2,36,Student,Tier_2,0,37016.68,7420.61,6554.65,949.38,3713.86,2770.46,1527.06,1163.67,2855.31,1395.37,3.32,709.54
5f39f934ac8fe9765def0c41d233d315,85eb8139972e4b3bb2e76eea5100c252,37,Retired,Tier_1,3,10656.24,3214.58,1347.7,346.58,1537.26,534.95,487.06,372.91,851.78,359.46,707.74,245.49
91e776371cca7cf88e1a3ff59989cdd3,5d0cdb9f8d8d2da75716dd84d9ce4d7b,59,Retired,Tier_3,0,38143.04,5777.09,0.52,1009.38,4856.03,2665.58,1277.1,1043.48,2791.35,1417.2,0.3,1116.59
85425dac93b62559da2caf0aa624b388,db4c4ae19477433e369204ed67518512,60,Retired,Tier_2,3,25128.98,5016.17,2266.63,906.03,2670.74,1743.61,920.37,901.53,1451.09,1026.97,1776.03,397.37
54939e0b47193fcab8ee1bf0b18ae0d8,25693054e241638a554a4243e60829ce,45,Professional,Tier_2,1,14351.28,2895.79,297.26,552.01,1608.98,1065.8,327.14,484.83,1049.12,619.2,996.23,228.73
131d0b34900ed9f4ffa0b1ace8c2b5ee,6769da3b13e03b8507c30d7b9c7d9938,22,Retired,Tier_1,3,102114.82,30557.32,7.66,4151.22,10974.39,8091.05,3132.44,3607.88,6143.6,3658.77,8624.66,2428.69
b1455b2ebaa6500fb98c255bab45078c,0fd8da397ad98ab685a19c04f80da706,32,Self_Employed,Tier_3,3,36512.04,5487.66,0.39,1515.76,4446.56,2804.92,1152.95,1807.52,2093.44,1347.33,2111.73,451.22
712f41130bee6a7a7964932cb46f8137,5397a299eba362e6561411e3e4e423de,18,Retired,Tier_2,1,52133.06,10449.74,8414.12,1167.45,5246.0,3646.96,1341.36,2016.14,2894.98,2336.1,3452.48,1185.68
9f7538072d47c9e297845e88142a4414,54979e5ad941e07f76c19793e368606e,54,Retired,Tier_1,3,32481.39,9717.89,2.05,1293.66,4002.96,2384.29,1396.92,1042.53,2298.61,1328.37,3164.29,947.7
bc5128d0b56cabdb82b6be4fa7fb00a8,efecd67c23698757ed6d164031650e03,59,Self_Employed,Tier_2,1,12868.96,2580.85,1.67,395.98,1440.29,947.6,470.66,306.5,719.29,505.6,786.1,170.62
ef82815ce8d099d1ab8d0b1ea1a04b78,396dcdc126456c68e7e4759db8bd7758,57,Professional,Tier_1,0,22804.22,7091.11,2.11,686.67,3492.31,1423.04,610.55,871.39,1287.33,976.43,3.33,459.84
1ef66e83ff59498685fd1a11616eb4c1,c02330a4e7c2959e28291462055ed127,49,Retired,Tier_1,3,8234.97,2510.15,1642.76,329.63,1101.25,525.55,224.45,339.33,518.35,404.34,816.2,149.47
cebb4fbd7c7b8a035e24fa6875ea1535,123776f8d8c05d109bf880b1833b0593,48,Student,Tier_1,2,176277.37,83738.75,16878.46,7833.47,17163.6,10996.12,3954.21,5907.62,13561.27,5533.5,10972.98,4722.39
8d285f2741bbdeb33ad3526bef476512,5956adbaf7e02e1a097b39fcafcf4723,43,Retired,Tier_1,3,8837.71,2606.75,917.91,198.03,1291.97,444.69,228.98,325.71,543.22,403.8,599.79,110.53
9307befb962c6335783c8c02478bb1bf,3f7c6427533803e8a4075a5c850b68b3,24,Retired,Tier_2,1,21980.82,4367.39,0.64,1018.4,2366.39,1414.28,772.28,644.04,1114.12,944.66,1501.29,329.78
6e49dbb9f697c029dc59420b49d55456,3779a1d3b59147a193459334aae1104b,63,Self_Employed,Tier_1,2,49238.49,14871.21,8410.35,1414.61,5420.74,2862.34,1404.26,2208.23,3302.48,2101.94,2789.59,1222.65
3a9ec3b2b260b91359b27a5568f8ae4b,c64ceee7376cc63aa73d405f5d867555,61,Professional,Tier_1,0,109605.42,33748.28,8133.39,3397.21,13283.8,8214.15,3041.34,4173.94,6231.99,5153.16,10268.36,1416.7
35cf9cb39d7dbb14ae83fc35349da8fe,a7dcbe97334dc805ff6bfc10961911f6,39,Self_Employed,Tier_1,3,6773.48,2002.91,718.08,313.1,956.77,454.47,174.09,286.78,436.4,218.27,634.86,77.76
e375dd1b667e10f018d5d9596c2f5574,bd0faf38337e07d34c7c31bcbb14aa76,21,Retired,Tier_3,0,155823.6,23140.63,1.02,3685.37,20451.73,11609.03,4697.86,3435.47,10908.36,7137.01,0.66,3968.02
2de36dd8a52741ddf295d6ea44f16617,02b1df842269b9a76c5abbc1285e16ed,28,Student,Tier_2,2,189473.87,35854.37,24810.23,6176.49,20812.63,12397.4,9482.66,6353.61,13598.14,8239.53,13902.32,1971.35
76b5f768fc6fcf498efb7e28ca3acc36,314294138db2ce80c50b0d3ab46e39fb,62,Student,Tier_2,1,28531.06,5704.03,6.81,880.63,3131.21,1919.83,1376.76,1198.99,2255.82,855.69,1562.74,779.74
b35e4fdfaa0ecceca508fed6f90ccead,8de270a80f72a209a8de61692d76a9f1,19,Self_Employed,Tier_1,3,39670.82,11959.61,1.38,1594.61,4349.74,2023.04,916.28,1464.63,2937.82,1667.04,2330.76,467.7
bc692b37d8726330cce8274f710ee686,9cf550aec00d5b147aed8f02fd855171,45,Student,Tier_3,0,134663.42,21732.07,12540.89,2930.86,14999.93,10078.27,5537.51,6618.29,10411.63,4841.39,9724.58,2953.27
409e0effa080c7059215c25c6df5939f,cd53f381fca2b630f24db8ddbe3d5580,30,Student,Tier_3,1,140771.18,20235.61,0.12,2915.48,15886.66,8981.84,6102.25,4739.15,8746.3,5441.51,12275.93,1767.61
f25c3eb1f4711549078c722b81d0ac29,b19d5869b3c42a896bdc36e296a1b2a9,53,Professional,Tier_2,2,20215.96,4090.62,2.24,712.21,2093.78,1119.46,444.69,410.53,1036.31,664.89,1286.99,534.53
8a476b713790aa520f8b5fa3fd947167,01047dd9177820a7dee894d9ce950d8e,33,Professional,Tier_2,3,13698.3,2833.47,0.49,284.07,2042.76,734.8,326.75,659.17,847.74,630.11,1292.79,223.35
33d91680a1291e2e1fcbb72178bdc11d,738a7eaae1c5f0d86073fce15f6e6eea,38,Student,Tier_2,3,20356.81,4092.95,3200.98,543.33,2222.68,1454.44,698.93,470.6,1585.27,710.62,1428.17,545.43
a4d40c40d00d97b1399fd3cd6de81dfc,422848d09aaef0d188051f22fca1c259,38,Retired,Tier_3,0,65724.18,9992.09,10531.95,2611.71,7524.15,4431.89,3301.56,1761.02,4754.29,2089.21,0.12,1286.19
39bcc83e6acd2f8dd393ad59daf49d1b,4589d8638ee0c48269c3d2b2f6d59a2b,58,Self_Employed,Tier_2,2,85112.78,17050.76,6299.19,3868.63,10541.2,5290.11,3191.16,2691.04,5885.71,3036.68,5879.12,1150.75
140df532a770e0b58df554587ba5c454,7992d173aa933dbeb6fea29bff54f3fc,24,Retired,Tier_1,2,16086.77,4650.39,1.58,747.94,2263.36,1254.07,332.13,663.61,957.02,592.51,886.0,419.63
1b8d7f363b545df551f1d2b2c22cf47a,349ced522fe81164841a6235a4d9c79e,43,Self_Employed,Tier_3,0,38211.25,5789.22,2068.8,813.35,4444.57,2672.17,930.34,808.4,1732.52,1859.17,3620.92,894.84
fee9f42b69bc4b7efcba21996eb52728,27c0d12a21b7a17771d2a01ce441605d,28,Self_Employed,Tier_1,2,211114.21,70124.9,4.04,9593.09,21940.94,12544.42,6987.15,8576.92,9860.85,10188.72,14869.29,5728.75
dac7be95e870aee92499f9e07a2d5e64,af2468cd3c67d8bfce183bf1f6490d78,18,Retired,Tier_2,3,136517.37,27173.4,0.2,3471.92,15584.3,7932.54,4369.55,4442.82,8717.66,4355.2,10223.29,2855.88
85033977db07f391bd5a7c8cd16b19de,bd0b99f908739e4d350d611bfa105028,48,Self_Employed,Tier_3,2,65316.03,10015.09,4523.43,2917.33,8185.14,4719.16,2546.96,3027.63,3175.61,2964.55,5750.71,1136.72
786c97cedd2c3f138b9dde46e5df6df2,1299c9971c492f442faa0dac194ff52a,40,Self_Employed,Tier_1,2,11517.28,3458.12,1321.46,345.27,1518.26,897.76,344.01,436.72,843.77,348.05,1016.85,200.73
cadf9d76b49aaea9fa7b1ec79578d25c,4910660ceb7b7a4890bfab2b6885ad11,45,Retired,Tier_1,3,68707.0,20593.55,1.2,2226.94,8556.22,5345.63,3153.04,1664.22,4449.27,2887.99,6623.7,1558.43
a17a9773a5c5ee04b84776256bd9fc88,8a62230987842111b1338dbf73ba5e5c,21,Professional,Tier_2,3,21103.76,4227.95,0.05,501.47,2570.3,1247.89,607.0,836.54,1078.38,964.07,1265.03,341.03
eab38e7addeec9d60b863eacf352cde7,35dcdf7ed1f87681230b4899b68775aa,33,Self_Employed,Tier_2,0,84436.22,16955.17,13023.36,3190.76,10160.02,5379.5,2101.1,4074.19,6440.35,2971.9,1.45,1599.54
897ba94cd201ba128c251bf67bb966be,57abed143f41c85787b8a079d0f6d5b9,26,Professional,Tier_1,0,50415.38,14984.93,4001.84,1067.21,5089.9,2739.42,1089.35,1951.34,3645.75,2101.11,0.69,897.44
f984f76d76bd8320030369e2d5884684,4d1c6dcb64898fe1075dc0d0704de188,42,Professional,Tier_3,2,8802.27,1330.93,813.6,179.14,1275.05,586.62,272.7,207.07,439.5,411.14,713.37,95.13
da0f733293942e9e2562fe9d538fac31,02bc8b7d9f03e9d9d7194e9636e0d798,44,Self_Employed,Tier_2,1,52095.13,11571.78,0.4,2274.15,6207.85,3703.14,1841.89,2246.96,2418.0,2710.9,2932.16,1693.92
f54b6b1c7df69fd9f405d6d45188637c,a40ff483fa141d14dce28226fb957a55,36,Retired,Tier_1,0,17375.83,5228.21,2231.15,456.17,2103.73,1283.16,638.68,420.92,908.2,853.5,3.4,502.55
6268b7a75f4dc0a6807d34b783a98b1c,035f78e067119ac112b25f3817b683d8,48,Retired,Tier_2,3,45032.37,9261.34,0.58,1786.64,6173.28,2312.78,1952.68,1286.23,3149.68,1812.5,3284.52,1413.88
d54f7fb8cd82198166ff6a2c1c67ab90,b0166213be62101b1ff78afed4fea2b3,48,Retired,Tier_3,3,34481.47,5208.91,5666.33,1491.21,4447.65,2511.53,1175.0,1529.65,1723.11,1293.32,2009.91,655.18
3e0887a2b30476a95daab911abb3a717,b51d533a1cd31d556c088f48e0e968a0,59,Student,Tier_2,2,20229.6,4048.28,2.26,788.78,2352.23,1486.09,504.6,636.51,1372.45,650.69,1383.65,260.03
3eae6f94e052647cb592972b74ea0f97,6fe1d1e4799bfb4c34558356a1b3d204,38,Professional,Tier_3,2,63365.65,9426.91,6.52,3067.39,7487.51,4463.1,1493.91,1341.44,3116.34,2016.46,5756.92,1639.85
ebf1ba3e616ca28601ac8f453b49ea80,8b1c3843fd2b5c249b179dc3dc24c301,22,Student,Tier_2,0,43351.88,8691.93,0.14,1874.01,5429.21,2476.04,1105.28,2107.67,3378.84,1781.04,2.12,669.37
4d4770c4c36efb39efbaa4abf28d1990,571608b1ab1b000df554ddfe1f1a4166,55,Self_Employed,Tier_2,1,13440.1,2709.95,1.89,442.0,1580.75,729.78,268.61,345.74,597.21,604.36,1235.42,201.96
936f0a10678d77ff6453f60b851d4b66,cbaf191b53213caa64c65363845195fd,56,Retired,Tier_1,0,64460.2,19334.48,0.74,3164.09,7859.64,4841.52,2411.73,2547.19,3939.65,2194.53,0.61,1389.38
8f324980569458f1d5c9276b152d6c2c,80187227af61599d0bf1bbfaa8b5859a,56,Student,Tier_1,0,34936.35,10626.49,0.12,796.78,3820.85,2367.46,735.99,1203.75,2296.51,1724.84,0.67,965.85
99a24585720b7e3dd5c8de37fbc95e2b,328f82ff7a627168314688272b087bf5,47,Student,Tier_2,1,40943.27,8197.1,2.16,1692.85,4203.16,3010.28,961.86,1138.04,2751.09,1301.17,4050.3,1065.9
ec0ed4053015a1f7924d0e9f4581e9fd,4576dfc62731f0d4bb1809bb217e528f,39,Retired,Tier_2,0,50736.29,10020.88,9704.49,1324.94,5771.75,3144.02,1697.26,2201.08,3860.79,1799.62,1.53,1392.17
1e8af4a17c58bcd649651db96e5dcad8,96b3f6051aa2f684a07d5765a7cf659e,60,Retired,Tier_2,1,23169.52,4633.59,0.49,885.27,2771.74,1806.85,962.27,998.05,1401.2,804.41,1962.51,342.61
693268224f211aca51532b8edfba8064,672abc60f8e743f2a94a3ebdcd59c915,43,Self_Employed,Tier_2,2,28053.4,5639.16,3.49,760.33,4075.01,1795.37,1300.42,941.71,1228.73,1138.3,1529.91,491.65
2bec2fc2aca81d364c8655822e30ac24,1713be9215557bcdb1e880c5c54902ec,35,Retired,Tier_3,0,34159.71,5147.47,4.48,1547.11,5007.33,1727.09,1572.58,948.3,2055.09,1280.55,1.1,561.92
383b30674227a7fa63022ff225abf1d4,d7af89a46bf1e3fd794542963e7ee21d,48,Retired,Tier_1,2,19653.03,5833.06,4.69,956.76,2678.59,1053.16,465.23,873.11,1015.05,970.68,1372.31,211.7
83a62fdcb924a6d5771d3d9d4cfbc284,02d52dbc3500cebc36e5a7e5aa0b27ac,37,Retired,Tier_2,2,16941.02,3354.83,1.45,432.51,1657.34,1203.44,338.84,551.42,1171.67,634.19,1186.22,285.84
19fa03d73d9a2b37b0324f2d389e0804,617d0a255272e38c152e27d664356dc5,53,Student,Tier_1,1,53542.79,16001.69,4392.91,1820.24,8084.44,2718.14,1903.22,2496.88,2213.23,2050.62,3388.76,1512.52
99c3a0048700b63268bb1db98f19d6ad,1e73ab79d57f77f59685428ff4d45478,58,Professional,Tier_2,2,40818.58,8179.43,4.54,1796.8,5030.27,3019.45,1407.44,1787.84,3238.2,1912.06,3833.63,899.19
25ba35f60b0fd2ffc0e502faf992b2ae,3589b2ec60e593a3a4da9f0c880dc970,38,Professional,Tier_2,1,14881.51,2955.51,0.82,543.93,1600.49,968.67,463.82,599.06,600.4,492.89,991.28,309.37
fe61e0d9f1cab423f2eaad2f1f0f9c63,e89215857576728ff4aab455969b54ea,63,Retired,Tier_1,1,48826.68,14662.38,4513.65,1974.14,6356.44,3515.85,2000.75,1995.14,3464.47,1518.15,3601.51,1247.11
7664fc87cf509663aeef3d4d36c551f8,633db893e37cc51bfc23a621c71964e3,60,Professional,Tier_2,0,8544.68,1715.23,861.77,415.34,1129.45,596.45,248.75,327.54,417.76,406.75,0.62,246.48
df236a7225fbb83b57875c6d63c2e08b,a1bacd5c199b16ae7910f3ec0ffa1488,48,Self_Employed,Tier_3,3,57961.51,8682.3,7897.95,2500.28,7847.98,4073.56,1183.25,1980.85,3563.7,2286.14,3724.42,1490.93
b2790ce949915d88ad52deeaec6c7acb,a5300322e02e97cef50d92862287fd4e,59,Self_Employed,Tier_2,3,101846.08,20457.59,9780.25,4804.22,10754.32,8017.41,4828.08,2064.76,4220.14,3853.09,9108.09,2014.46
4645a0db8d255e68dd390a65a906928a,e1d42e0c0ede96307ce919d5aded0a7f,24,Self_Employed,Tier_2,0,22298.0,4498.48,3.08,656.89,2539.59,1135.61,646.59,561.49,1092.04,991.74,0.68,271.91
25816cf77959c6b47e32df0dc5559688,0df22ad428d5a7911d0877043a14162a,42,Retired,Tier_3,3,17250.77,2622.81,4.14,524.83,2627.86,1326.19,773.36,525.27,1254.7,734.46,1478.99,391.59
a077e96b432e025b7570a3365653c496,df9ad92b29ff8a1cbf80c0d9a3efb6e9,54,Self_Employed,Tier_1,1,23589.47,6947.19,3741.27,525.17,3277.26,1406.48,919.56,785.12,1797.31,815.89,2207.07,492.52
95b943177aa8b47f5a31395763e14cbe,5e44693c8c40c4368dc08afb38f86201,30,Retired,Tier_2,3,16884.38,3346.62,1198.99,566.95,2103.61,877.7,829.21,416.42,1198.2,597.83,1577.49,213.07
ff57d3616e2a4db62f926c3ccfdeba61,cf9bfc6740abe6036ece46d468c7599f,45,Professional,Tier_3,0,114702.64,17316.16,0.22,4942.86,14368.34,5759.67,4857.85,5547.91,7935.53,5412.57,1.49,1313.11
3d3e1464dcf254ffc78d4d8d40633694,7014f67145f9624b4bd918b56ddace20,42,Professional,Tier_2,0,44750.84,8963.0,6.77,1868.62,4957.44,2836.34,1453.23,1998.79,1880.99,1343.37,3586.2,578.38
dca366e39f780204963d4023b48c848a,f89aca67939a78d91b7de1a03bb87213,21,Student,Tier_2,3,9412.69,1896.12,0.21,204.87,997.05,543.04,457.96,271.19,378.86,371.29,790.4,231.23
424658490a5154277d4256d83fb587b5,2c5a5d1926cc5acbef41a645f5fe437e,57,Retired,Tier_3,1,52717.34,7872.2,4.51,1071.62,6914.1,3820.73,1771.9,2077.39,3404.93,1755.35,4388.11,1541.49
53f73c2f920f018de8ed8d9aa4e38fa7,d397ad7418e5fbae108d0bec046cc30b,59,Retired,Tier_2,3,11734.26,2359.72,0.97,592.92,1441.84,604.86,508.42,385.18,786.13,578.03,978.19,343.86
a1b8fe2a0eb7d6a5ddc0285389a2a801,f92349fd8e342c49f63fa48766e047ea,26,Professional,Tier_1,1,9170.5,2768.66,0.53,217.57,1326.2,668.62,337.0,274.4,412.52,343.64,644.33,180.28
312e19a4c71ccec0767873fc97d5773e,e0095ee192e04bc802f4d894acebbeae,26,Retired,Tier_3,3,42937.59,6154.08,0.01,1518.68,5535.61,3155.98,967.29,1349.07,3102.09,1827.31,2583.73,629.84
335f71766e3cf190f2a49bd949559c2d,d7559e963a976bea9e899aaf64b67107,44,Retired,Tier_1,3,55528.18,16749.38,5.36,1316.19,6948.7,3152.87,2367.43,1918.35,2527.59,2012.43,4200.68,1308.98
749b37980bf09f1e0191cb316632b52c,c88f1ba874a45cdf20e313c6876187ba,23,Retired,Tier_2,2,128833.17,25874.47,11040.63,6475.4,15383.33,7657.87,2822.64,3117.32,6428.37,4240.44,8543.45,3457.11
23cb6f20828e07b1bdae406d68e487b4,b4b514558144e5ad840c4197506fb493,60,Professional,Tier_1,2,135842.25,36024.93,9515.74,6048.18,17512.35,6685.57,2969.41,4037.33,8073.19,5206.8,6242.08,3031.65
2e89091fbcfeec60f714c9c8788b3afc,dd06922fb17818f21419ea251e7c3c97,23,Retired,Tier_1,1,24643.99,7552.11,7.41,658.55,2980.39,1729.86,818.89,1047.72,1211.12,1087.45,2238.42,658.93
e2d677e6a4601e6b163f69312e9f9b3e,a597006520d6259a74502b13a9bf3db4,50,Student,Tier_2,3,46605.82,9425.05,3440.02,1957.88,5954.48,2679.68,1306.52,1518.17,2054.68,2367.38,4497.84,1024.15
e3413ca65d736e5997bf40962c6776e3,7fe364881975317214e93ee5be35f9b5,55,Student,Tier_2,1,15155.85,3017.25,2157.14,563.8,2176.82,807.73,705.1,645.98,1141.59,594.26,1115.07,434.55
2a92ba5b86bedd7eaf8a6c12433c24ae,2254134cec1eed057839dfdc98a8904e,24,Self_Employed,Tier_3,3,89689.99,13108.42,4.17,1853.5,9680.04,5148.17,2055.03,3506.53,6200.64,3242.65,4965.73,2089.94
0d2c76c122c17df6076d395f8bf1ae99,d79ce8b09da8179c9766e91cd737f981,24,Retired,Tier_2,2,17837.46,3565.31,3.0,812.25,1956.18,950.39,361.49,526.02,909.52,853.89,1184.65,499.31
36d5a8dfa04506b84b3d39350e3d8a10,61da767262a9a25259364327fc02563a,56,Professional,Tier_2,3,13430.6,2719.02,4.29,446.77,1801.67,1040.25,593.87,548.74,928.57,616.9,936.83,407.62
4b2799e274890c37a73c8e236176f5d4,1c9566f5aefc52e563d3b0c218b95fd4,22,Student,Tier_2,2,71574.2,14401.58,1.02,2907.13,10502.93,3901.31,2253.89,2182.56,3376.11,2606.24,4817.02,1930.64
8a21b2b5db9da436e0605a62f89a75d9,4708568d58bd7332cbb82fbf617c5763,39,Professional,Tier_2,2,12974.48,2569.72,0.16,393.58,1789.35,983.2,462.7,415.98,901.8,504.4,1274.22,151.7
97d03ed2bdc66a123eed972f0308e9a5,e75216bc630cb5713d2b315d44cec99c,42,Retired,Tier_2,0,32205.22,6419.58,3.88,805.74,3408.44,2273.78,1289.79,1312.25,2250.39,1582.73,1.48,657.93
e06790929b2c2477922d07faaab48285,93c24ab7f0bde1016e117bc1ec58f58d,46,Student,Tier_1,0,58874.16,17620.51,4232.49,2871.18,7334.69,4175.68,2217.75,1473.74,3902.44,2555.66,1.15,892.04
e9ac69f4ae6b8ef2f9da2967ad4ec043,decc436da1af80a9c9c1889a7cd66c99,62,Student,Tier_2,0,42175.46,8410.4,0.51,1276.18,6141.04,2898.18,939.52,1034.01,2458.58,1274.06,2220.62,1218.85
598f44fdb1e60af3f190d81c5dfa29d2,796445e75b886af52ee7f5e5c0241bf2,53,Self_Employed,Tier_2,0,18867.9,3794.34,2.37,415.95,2045.08,1445.2,727.98,891.29,1224.17,703.44,0.14,551.94
b7232d85267cebfa9ba65ddf685f00e4,e29a456b099a5f003153c048effb46f3,48,Self_Employed,Tier_1,1,28211.79,8476.39,0.04,951.14,3641.07,1532.02,735.3,965.78,2158.03,1392.62,1985.58,464.07
f524a19148c63ea26d1469cd855a8149,05840d19a3e919a2d10078a1e63f15c7,43,Student,Tier_2,3,58453.74,11632.97,0.81,1952.97,8379.17,2920.18,1794.8,2081.42,3453.99,2735.64,4182.2,1262.99
07459ebf069d1b584a5fcb56eba8b29c,40e0f276b11ea1249429a2335a810636,30,Professional,Tier_1,1,27073.83,8010.15,4449.93,967.91,3128.18,1520.04,1061.02,650.04,1271.07,1109.86,2264.48,596.34
